speaker,global_session,conference,total_utterances,total_explanations,total_decisions,total_new_ideas,total_self_intros,total_minutes_spoken,first_minute,last_minute
Benjamin Bartelle,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,62,2,0,1,7,697.0,10.533333333333331,18.45
Shwetadwip Chowdhury,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,66,1,0,1,7,695.0,10.166666666666666,19.183333333333337
Smadar Naoz,2021_06_11_SLU_S6_SLU,2021_06_11_SLU_S6,30,3,0,1,3,676.0,10.25,18.016666666666666
Sarkis Mazmanian,2021_04_22_MND_S3_MND,2021_04_22_MND_S3,28,0,0,1,5,675.0,0.35,8.216666666666667
Ali Keshavarzian,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,38,2,0,1,3,660.0,10.166666666666666,18.783333333333335
Mark Sellmyer,2021_05_20_ABI_S2_ABI,2021_05_20_ABI_S2,38,1,0,1,1,632.0,9.95,20.516666666666666
Shikha Nangia,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,18,6,0,1,5,629.0,10.0,19.833333333333332
Aida Ebrahimi,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,27,3,0,1,5,604.0,10.0,17.683333333333334
Brad Smith,2021_05_21_ABI_S11_ABI,2021_05_21_ABI_S11,65,0,0,1,4,586.0,10.0,19.75
Elizabeth Bess,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,12,1,0,1,4,577.0,5.716666666666667,14.45
Meredith MacGregor,2021_06_11_SLU_S3_SLU,2021_06_11_SLU_S3,22,3,0,1,2,577.0,9.533333333333331,17.2
Maria Fernandez,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,32,3,0,1,5,566.0,9.983333333333333,19.583333333333332
William Witola,2021_09_30_MZT_S3_MZT,2021_09_30_MZT_S3,12,3,0,1,1,549.0,9.95,16.2
Kim Pepin,2021_10_01_MZT_S2_MZT,2021_10_01_MZT_S2,18,0,0,1,5,530.0,10.85,18.683333333333337
Mei Shen,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,43,2,0,1,3,517.0,10.116666666666667,17.3
Kai Zhang,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,22,1,0,1,3,516.0,10.0,17.433333333333334
Ali Keshavarzian,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,39,2,0,1,5,511.0,10.0,18.35
Maryellen Giger,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,65,3,0,1,7,508.0,9.916666666666666,19.316666666666663
Stilianos Louca,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,14,1,0,1,4,505.0,10.25,16.916666666666668
Amanda Stockton,2021_06_11_SLU_S13_SLU,2021_06_11_SLU_S13,55,0,0,1,5,502.0,10.25,20.033333333333335
Jin Zhang,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,33,1,0,1,0,497.0,10.0,19.083333333333332
Mark Mimee,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,18,1,0,1,2,490.0,10.016666666666667,18.25
Dylan Burnette,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,34,1,0,1,10,489.0,9.95,19.95
Mark Sellmyer,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,21,1,0,1,1,487.0,9.983333333333333,19.266666666666666
Sara Zimmer,2021_10_01_MZT_S1_MZT,2021_10_01_MZT_S1,40,1,0,1,5,470.0,9.983333333333333,18.55
Douglas Shepherd,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,20,1,0,1,2,464.0,9.783333333333331,18.833333333333332
Lisa Osborne,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,16,0,0,1,4,464.0,8.9,14.083333333333334
Douglas Shepherd,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,15,1,0,1,5,456.0,9.25,19.25
William Witola,2021_10_01_MZT_S1_MZT,2021_10_01_MZT_S1,12,1,0,1,1,456.0,9.983333333333333,19.85
Shwetadwip Chowdhury,2021_05_20_ABI_S2_ABI,2021_05_20_ABI_S2,57,2,0,1,3,452.0,9.95,18.833333333333332
Shawn Domagal,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,57,1,0,1,5,448.0,10.383333333333333,19.083333333333332
Joyoni Dey,2021_05_21_ABI_S12_ABI,2021_05_21_ABI_S12,25,2,0,1,6,442.0,10.0,18.5
Shannon Quinn,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,23,0,0,1,3,442.0,11.0,18.883333333333333
Barbara Bendlin,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,56,0,0,1,2,438.0,0.0,9.033333333333331
Matt Lew,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,18,0,0,1,1,438.0,9.95,17.716666666666665
Lauren Charles,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,24,0,0,1,4,433.0,9.916666666666666,19.133333333333333
Joshua Brake,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,10,1,0,1,3,431.0,11.533333333333331,20.166666666666668
Melike Lakadamyali,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,18,2,0,1,4,431.0,10.0,19.083333333333332
Brad Smith,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,31,1,0,1,2,426.0,9.633333333333333,16.416666666666668
Gonzalo Vazquez Prokopec,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,26,0,0,1,3,420.0,9.916666666666666,16.05
Matt Lovett-Barron,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,18,1,0,1,3,419.0,10.033333333333331,19.416666666666668
Yevgenia Kozorovitskiy,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,26,2,0,1,2,410.0,10.35,17.416666666666668
Crystal Hepp,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,19,1,0,1,4,407.0,10.016666666666667,19.116666666666667
Dylan Burnette,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,21,1,0,1,7,407.0,10.583333333333334,19.883333333333333
Gregory Fournier,2021_06_11_SLU_S11_SLU,2021_06_11_SLU_S11,19,1,0,1,1,402.0,12.05,18.666666666666668
Timothy W Lyons,2021_06_11_SLU_S13_SLU,2021_06_11_SLU_S13,57,1,0,1,3,396.0,10.65,19.083333333333332
Lawrence David,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,35,0,0,1,12,394.0,10.433333333333334,17.55
Judith Eisen,2021_04_22_MND_S3_MND,2021_04_22_MND_S3,28,0,0,1,2,392.0,0.0833333333333333,8.833333333333334
Andrew Vanderburg,2021_06_11_SLU_S9_SLU,2021_06_11_SLU_S9,38,0,0,1,1,390.0,10.066666666666666,19.3
Linnea Freeman,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,11,1,0,1,6,390.0,10.0,17.45
Mathieu Lapotre,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,13,0,0,1,4,387.0,10.0,18.916666666666668
Matt Lew,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,16,2,0,1,2,383.0,11.166666666666666,19.683333333333337
David Van Valen,2021_05_21_ABI_S10_ABI,2021_05_21_ABI_S10,28,1,0,1,4,382.0,10.233333333333333,18.75
Melike Lakadamyali,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,9,1,0,1,2,365.0,9.983333333333333,19.766666666666666
Sixian You,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,28,1,0,1,3,363.0,10.25,19.45
Gisselle Medina,2021_09_30_MZT_S3_MZT,2021_09_30_MZT_S3,9,2,0,1,3,362.0,12.45,17.35
Ping Wang,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,12,0,0,1,1,361.0,10.0,19.383333333333333
Bethany McGregor,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,2,2,0,1,0,358.0,10.833333333333334,11.016666666666667
Robert Bryan Jr,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,31,0,0,1,5,356.0,9.016666666666667,18.15
Ping Wang,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,17,0,0,1,3,348.0,9.916666666666666,19.55
Daniel Apai,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,22,2,0,1,5,346.0,10.016666666666667,17.433333333333334
Tyler Robinson,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,19,2,0,1,2,345.0,10.116666666666667,16.233333333333334
Matthew Hopken,2021_09_30_MZT_S5_MZT,2021_09_30_MZT_S5,17,0,0,1,4,339.0,10.116666666666667,17.416666666666668
Bethany McGregor,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,14,1,0,1,1,337.0,10.266666666666667,19.5
Lingyan Shi,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,11,1,0,1,1,335.0,10.0,18.45
Mark Wilber,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,21,1,0,1,3,334.0,9.983333333333333,20.15
Morteza Mahmoudi,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,4,1,0,1,1,331.0,11.883333333333333,15.1
Emily Balskus,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,19,1,0,1,0,328.0,9.983333333333333,18.65
Audrey Ruple,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,14,1,0,1,1,324.0,12.216666666666669,17.683333333333334
Jeff Brian Thurman,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,16,0,0,1,3,324.0,10.016666666666667,19.016666666666666
Lingyan Shi,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,55,1,0,1,2,324.0,10.966666666666669,16.7
Barbara Smith,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,23,1,0,1,2,323.0,10.166666666666666,19.683333333333337
Sara Zimmer,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,13,1,0,1,2,320.0,11.033333333333331,18.366666666666667
Joyoni Dey,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,14,1,0,1,2,317.0,10.283333333333331,17.083333333333332
David Van Valen,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,35,1,0,1,3,315.0,10.166666666666666,16.383333333333333
David Durgan,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,16,0,0,1,2,313.0,10.0,14.383333333333333
Morteza Mahmoudi,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,9,2,0,1,1,309.0,11.75,15.716666666666669
Xin Qi,2021_04_22_MND_S3_MND,2021_04_22_MND_S3,7,0,0,1,0,306.0,1.2,3.0833333333333335
Aida Ebrahimi,2021_04_23_MND_S8_MND,2021_04_23_MND_S8,10,2,0,1,3,305.0,11.833333333333334,18.766666666666666
Daniel Becker,2021_10_01_MZT_S2_MZT,2021_10_01_MZT_S2,9,1,0,1,2,305.0,10.016666666666667,17.5
Matt Bogyo,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,31,0,0,1,1,305.0,10.0,19.416666666666668
Stefan Wilhelm,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,8,2,0,1,4,301.0,10.166666666666666,19.016666666666666
Ji Wang,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,16,0,0,1,4,295.0,10.216666666666669,17.05
Meredith MacGregor,2021_06_10_SLU_S5_SLU,2021_06_10_SLU_S5,14,0,0,1,5,295.0,10.183333333333334,17.35
Timothy Sampson,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,10,0,0,1,1,295.0,10.616666666666667,16.733333333333334
Marie,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,5,2,0,1,2,292.5,10.366666666666667,14.616666666666667
Will Ludington,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,18,0,0,1,2,291.0,6.733333333333333,12.95
Mark Sellmyer,2021_05_21_ABI_S12_ABI,2021_05_21_ABI_S12,13,1,0,1,2,290.0,10.166666666666666,18.55
Ulugbek Kamilov,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,49,0,0,1,7,290.0,9.983333333333333,17.083333333333332
Mike Wimberly,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,10,2,0,1,3,287.0,9.45,15.516666666666667
Bethany McGregor,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,15,2,0,1,2,286.0,13.733333333333333,17.566666666666666
Avery Strait,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,16,3,0,1,2,284.0,11.55,16.966666666666665
Bethany McGregor,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,12,2,0,1,3,284.0,10.816666666666666,16.983333333333334
Crystal Rogers,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,10,1,0,1,1,283.0,10.016666666666667,18.833333333333332
Jennifer Glass,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,40,1,0,1,4,283.0,10.8,20.05
Mike Wimberly,2021_10_01_MZT_S2_MZT,2021_10_01_MZT_S2,8,0,0,1,2,282.0,10.016666666666667,17.516666666666666
Salvador Almagro,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,7,0,0,1,1,282.0,10.8,15.25
Sara Zimmer,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,8,1,0,1,2,281.0,10.6,16.033333333333335
Sixian You,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,21,2,0,1,4,274.0,10.25,17.366666666666667
Kevin Cash,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,19,2,0,1,0,273.0,10.466666666666669,17.816666666666666
Bradford Foley,2021_06_11_SLU_S4_SLU,2021_06_11_SLU_S4,11,2,0,1,1,271.0,9.983333333333333,19.533333333333335
Rosa Krajmalnik,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,44,2,0,1,1,271.0,10.233333333333333,19.616666666666667
Abhishek Shrivastava ASU,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,17,1,0,1,2,270.0,11.366666666666667,19.9
Kimberly Lau,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,15,1,0,1,5,270.0,10.6,18.133333333333333
Joseph Levy,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,19,2,0,1,3,268.0,10.116666666666667,18.633333333333333
Maayan Levy,2021_04_23_MND_S12_MND,2021_04_23_MND_S12,19,1,0,1,3,267.0,10.016666666666667,18.233333333333334
Sapun Parekh,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,15,0,0,1,4,266.0,11.983333333333333,17.733333333333334
Stavroula Hatzios,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,18,1,0,1,0,265.0,10.25,13.716666666666669
Adela Oliva Chavez,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,4,0,0,1,0,263.0,10.016666666666667,17.116666666666667
Xin Qi,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,5,1,0,1,1,263.0,10.083333333333334,10.083333333333334
Vivian Qian Liu,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,2,1,0,1,2,261.0,10.383333333333333,13.35
Erik Procko,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,6,3,0,1,2,259.0,11.7,18.716666666666665
JP Yu,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,15,1,0,1,1,259.0,10.433333333333334,17.566666666666666
Luke Mortensen,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,5,1,0,1,2,259.0,10.766666666666667,16.333333333333332
Keith Hawkins,2021_06_11_SLU_S3_SLU,2021_06_11_SLU_S3,6,1,0,1,1,258.0,13.266666666666667,15.266666666666667
Mark Wilber,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,9,3,0,1,4,257.0,9.45,15.45
Jennifer Glass,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,31,0,0,1,2,255.0,10.0,19.433333333333337
Liming Li,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,3,2,0,1,1,255.0,12.916666666666666,15.9
Srigokul Upadhyayula,2021_05_20_ABI_S1_ABI,2021_05_20_ABI_S1,19,1,0,1,3,254.0,8.9,17.95
Vivian Qian Lu,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,2,1,0,1,2,252.0,12.966666666666669,16.533333333333335
Nandita Garud,2021_04_23_MND_S8_MND,2021_04_23_MND_S8,8,3,0,1,2,251.0,10.05,16.75
Andro Rios,2021_06_11_SLU_S5_SLU,2021_06_11_SLU_S5,21,0,0,1,4,249.0,11.466666666666669,19.433333333333337
Nicolas Cowan,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,16,0,0,1,1,249.0,10.05,16.683333333333334
Guillaume Bastille-Rousseau,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,11,1,0,1,3,248.0,9.7,18.45
Mark Mimee,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,11,1,0,1,1,247.0,10.083333333333334,17.7
JP Yu,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,5,0,0,1,0,246.0,10.05,17.05
Matt Bozyo,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,6,0,0,1,0,242.0,9.783333333333331,15.7
Srigokul Upadhyayula,2021_05_21_ABI_S10_ABI,2021_05_21_ABI_S10,6,1,0,1,1,241.0,12.55,18.75
Wenjing Wang,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,6,0,0,1,3,241.0,14.283333333333331,18.016666666666666
Sarah MacEachern,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,13,2,0,1,3,239.0,4.466666666666667,7.133333333333334
Allison Dennis,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,12,0,0,1,1,238.0,9.65,16.8
Tori Hoehler,2021_06_11_SLU_S13_SLU,2021_06_11_SLU_S13,17,0,0,1,2,236.0,10.25,20.183333333333337
Ashley Ross,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,7,1,0,1,3,235.0,13.65,15.25
Domenico (Nick) Galati,2021_05_20_ABI_S1_ABI,2021_05_20_ABI_S1,7,0,0,1,1,235.0,10.433333333333334,15.633333333333333
Matt Lew,2021_05_21_ABI_S10_ABI,2021_05_21_ABI_S10,13,0,0,1,3,234.0,10.4,17.55
Arnold Hayer,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,5,1,0,1,1,233.0,9.25,16.433333333333334
Cesar de la Fuente,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,10,1,0,1,3,233.0,5.0,12.7
Fanny Chapelin,2021_05_21_ABI_S10_ABI,2021_05_21_ABI_S10,12,0,0,1,3,230.0,11.783333333333331,18.083333333333332
Will Ludington,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,13,0,0,1,1,230.0,10.016666666666667,15.9
Katherine de Kleer,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,11,1,0,1,3,229.0,12.55,18.1
Claudia Herrera,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,4,0,0,1,1,228.0,12.2,16.15
Judith Eisen,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,9,1,0,1,2,228.0,9.016666666666667,11.283333333333331
